question_id,domain,operator_types,num_logical_ops,reasoning_hops,operation_variety,logical_form,question_fa,question_en,template_fa,template_en,source,question_mode,sparql_query,notes,gold_wikidataids,gold_labels_en,gold_labels_fa,gold_display_label,answer_count,sheet_name
223,Contemporary Art Figures,OR,1,2,1,CAF_D | CAF_E,کدام افراد ایرانی یا مدرس هنر هستند یا هنرمند مفهومی؟,Which Iranian individuals are either art educators or conceptual artists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q15977927. } # D: Art Educator
  UNION
  { ?item wdt:P106 wd:Q21550489. } # E: Conceptual Artist
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q110861876;Q4858562;Q28042240;Q325184;Q15825548;Q2638857;Q1784348;Q21468821,Gelare Khoshgozaran;Barbad Golshiri;Jalal Shabahangi;Siah Armajani;Leila Pazooki;Mahmoud Farshchian;Natascha Sadr Haghighian;Navid Nuur,;باربد گلشیری;جلال شباهنگی;سیا ارمجانی;لیلا پازوکی;محمود فرشچیان;ناتاشا صدر حقیقیان;نوید نور,Gelare Khoshgozaran;Barbad Golshiri;Jalal Shabahangi;Siah Armajani;Leila Pazooki;Mahmoud Farshchian;Natascha Sadr Haghighian;Navid Nuur,8,single-op
224,Contemporary Art Figures,OR,1,2,1,CAF_D | CAF_F,کدام افراد ایرانی یا مدرس هنر هستند یا هنرمند چیدمان؟,Which Iranian individuals are either art educators or installation artists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q15977927. } # D: Art Educator
  UNION
  { ?item wdt:P106 wd:Q18074503. } # F: Installation Artist
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q55235623;Q110861876;Q22328319;Q137757274;Q52771283;Q85102108;Q87758026;Q4858562;Q62272824;Q7685413;Q19665845;Q28042240;Q6194013;Q659106;Q121295301;Q12054190;Q3066849;Q50414238;Q2638857;Q6983215;Q21468821;Q1963864,Babak Afrassiabi;Gelare Khoshgozaran;HK Zamani;Leila Seyedzadeh;Nasrin Tabatabai;Vanessa Safavi;Afruz Amighi;Barbad Golshiri;Tarek Atoui;Taraneh Hemami;Tooraj Khamenehzadeh;Jalal Shabahangi;Jim Campbell;Khosrow Hassanzadeh;Sholeh Asgary;Shirana Shahbazi;Farhad Moshiri;Fariba Hajamadi;Mahmoud Farshchian;Naz Shahrokh;Navid Nuur;Nairy Baghramian,;;;;;;افروز عمیقی;باربد گلشیری;تارک عطویی;ترانه همامی;تورج خامنهزاده;جلال شباهنگی;جیم کمبل;خسرو حسنزاده;شعله عسگری;شیرانا شهبازی;فرهاد مشیری;فریبا حجامدی;محمود فرشچیان;ناز شاهرخ;نوید نور;نیری باغرامیان,Babak Afrassiabi;Gelare Khoshgozaran;HK Zamani;Leila Seyedzadeh;Nasrin Tabatabai;Vanessa Safavi;Afruz Amighi;Barbad Golshiri;Tarek Atoui;Taraneh Hemami;Tooraj Khamenehzadeh;Jalal Shabahangi;Jim Campbell;Khosrow Hassanzadeh;Sholeh Asgary;Shirana Shahbazi;Farhad Moshiri;Fariba Hajamadi;Mahmoud Farshchian;Naz Shahrokh;Navid Nuur;Nairy Baghramian,22,single-op
225,Contemporary Art Figures,OR,1,2,1,CAF_D | CAF_G,کدام افراد ایرانی یا مدرس هنر هستند یا هنرمند انتزاعی (آبستره)؟,Which Iranian individuals are either art educators or abstract artists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q15977927. } # D: Art Educator
  UNION
  { ?item wdt:P136 wd:Q128115. } # G: Abstract Art (Style)
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q110861876;Q28042240;Q1630531;Q517651;Q12054190;Q4282221;Q134737554;Q2638857;Q1681063,Gelare Khoshgozaran;Jalal Shabahangi;Charles Hossein Zenderoudi;Shirazeh Houshiary;Shirana Shahbazi;Marcos Grigorian;Mohammad Hadi Jamali;Mahmoud Farshchian;Parviz Tanavoli,;جلال شباهنگی;حسین زندهرودی;شیرازه هوشیاری;شیرانا شهبازی;مارکو گریگوریان;محمد هادی جمالی;محمود فرشچیان;پرویز تناولی,Gelare Khoshgozaran;Jalal Shabahangi;Charles Hossein Zenderoudi;Shirazeh Houshiary;Shirana Shahbazi;Marcos Grigorian;Mohammad Hadi Jamali;Mahmoud Farshchian;Parviz Tanavoli,9,single-op
226,Contemporary Art Figures,OR,1,2,1,CAF_D | CAF_H,کدام افراد ایرانی یا مدرس هنر هستند یا نقاش دیواری (مورالیست)؟,Which Iranian individuals are either art educators or muralists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q15977927. } # D: Art Educator
  UNION
  { ?item wdt:P106 wd:Q3374326. } # H: Muralist
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q110861876;Q28042240;Q131522866;Q2276397;Q12054190;Q114578535;Q2638857;Q20684124;Q50294655,Gelare Khoshgozaran;Jalal Shabahangi;Sirous Shaghaghi;Shahin Charmi;Shirana Shahbazi;Farnaz Zabetian;Mahmoud Farshchian;Mehdi Ghadyanloo;Keyvan Shovir,;جلال شباهنگی;سیروس شقاقی;شاهین چرمی;شیرانا شهبازی;فرناز ضابطیان;محمود فرشچیان;مهدی قدیانلو;کیوان حیدری شویر,Gelare Khoshgozaran;Jalal Shabahangi;Sirous Shaghaghi;Shahin Charmi;Shirana Shahbazi;Farnaz Zabetian;Mahmoud Farshchian;Mehdi Ghadyanloo;Keyvan Shovir,9,single-op
227,Contemporary Art Figures,OR,1,2,1,CAF_D | CAF_I,کدام افراد ایرانی یا مدرس هنر هستند یا عکاس زن؟,Which Iranian individuals are either art educators or female photographers?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q15977927. } # D: Art Educator
  UNION
  { ?item wdt:P106 wd:Q33231. ?item wdt:P21 wd:Q6581072. } # I: Female Photographer
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q110861876;Q28713603;Q21286150;Q29556106;Q134621481;Q16054145;Q262354;Q23007962;Q28042240;Q58175852;Q131523030;Q118583706;Q464616;Q144185;Q7421767;Q126454307;Q38102963;Q3018657;Q3478858;Q3481154;Q5938206;Q12054190;Q262413;Q133853532;Q109551456;Q85973371;Q37242184;Q16053109;Q63437235;Q50414238;Q6556239;Q5954413;Q2638857;Q128311754;Q25016670;Q5950319;Q1906426;Q24455716;Q135509465;Q6881945;Q97173609;Q1963864;Q21511949;Q11689000;Q466645;Q56089310;Q5958016;Q2051895;Q20687487;Q7137396;Q121600892;Q5961530;Q17582699,Gelare Khoshgozaran;Ariadekht Jahanbakhshan;Azadeh Akhli;Avish Khebrehzadeh;;Akram Fahimian;Taraneh Javanbakht;Tahmineh Monzavi;Jalal Shabahangi;Rana Javadi;Roya Hosseini;Reihane Taravati;Zar Amir-Ebrahimi;Zahra Kazemi;Sara Shamsavari;Sara Goli;Setareh Hosseini;Sooreh Hera;Sepideh Farsi;Shadi Ghadirian;Shadi Yousefian;Shirana Shahbazi;Shirin Neshat;Atefe Moeini;Alieh Matlabzadeh;Fatemeh Behboudi;Fatemeh Moosavi;Faranak Heidariyan;Forough Alaei;Fariba Hajamadi;Laleh Eskandari;Luna Shad;Mahmoud Farshchian;;Maryam Eisler;Maryam Zandi;Maryam Majd;Malekeh Nayiny;Mahdiyeh Afshar Bakeshloo;Mitra Tabrizian;Negzzia;Nairy Baghramian;Niloufar Banisadr;Newsha Tavakolian;Niki Karimi;Hengameh Golestan;Hila Sedighi;Parastou Forouhar;Parya Vatankhah;Parisa Damandan;Parisa Pourtaherian;Parivash Nazarieh;Gohar Dashti,;آریادخت جهانبخشان;آزاده اخلاقی;آویش خبرهزاده;امک محمودیان;اکرم فهیمیان;ترانه جوانبخت;تهمینه منزوی;جلال شباهنگی;رعنا جوادی;رویا حسینی;ریحانه طراوتی;زر امیرابراهیمی;زهرا کاظمی;سارا شمساوری;سارا گلی مینیمالیست;ستاره حسینی;سوره حرا;سپیده فارسی;شادی قدیریان;شادی یوسفیان;شیرانا شهبازی;شیرین نشاط;عاطفه معینی;عالیه مطلبزاده;فاطمه بهبودی;فاطمه موسوی;فرانک حیدریان;فروغ علایی;فریبا حجامدی;لاله اسکندری;لونا شاد;محمود فرشچیان;مرضیه بدرقه;مریم آیسلر;مریم زندی;مریم مجد;ملکه نایینی;مهدیه افشار بکشلو;میترا تبریزیان;نگزیا;نیری باغرامیان;نیلوفر بنیصدر;نیوشا توکلیان;نیکی کریمی;هنگامه گلستان;هیلا صدیقی;پرستو فروهر;پریا وطنخواه;پریسا دمندان;پریسا پورطاهریان;پریوش نظریه;گوهر دشتی,Gelare Khoshgozaran;Ariadekht Jahanbakhshan;Azadeh Akhli;Avish Khebrehzadeh;امک محمودیان;Akram Fahimian;Taraneh Javanbakht;Tahmineh Monzavi;Jalal Shabahangi;Rana Javadi;Roya Hosseini;Reihane Taravati;Zar Amir-Ebrahimi;Zahra Kazemi;Sara Shamsavari;Sara Goli;Setareh Hosseini;Sooreh Hera;Sepideh Farsi;Shadi Ghadirian;Shadi Yousefian;Shirana Shahbazi;Shirin Neshat;Atefe Moeini;Alieh Matlabzadeh;Fatemeh Behboudi;Fatemeh Moosavi;Faranak Heidariyan;Forough Alaei;Fariba Hajamadi;Laleh Eskandari;Luna Shad;Mahmoud Farshchian;مرضیه بدرقه;Maryam Eisler;Maryam Zandi;Maryam Majd;Malekeh Nayiny;Mahdiyeh Afshar Bakeshloo;Mitra Tabrizian;Negzzia;Nairy Baghramian;Niloufar Banisadr;Newsha Tavakolian;Niki Karimi;Hengameh Golestan;Hila Sedighi;Parastou Forouhar;Parya Vatankhah;Parisa Damandan;Parisa Pourtaherian;Parivash Nazarieh;Gohar Dashti,53,single-op
228,Contemporary Art Figures,OR,1,2,1,CAF_E | CAF_F,کدام افراد ایرانی یا هنرمند مفهومی هستند یا هنرمند چیدمان؟,Which Iranian individuals are either conceptual artists or installation artists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q21550489. } # E: Conceptual Artist
  UNION
  { ?item wdt:P106 wd:Q18074503. } # F: Installation Artist
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q55235623;Q110861876;Q22328319;Q137757274;Q52771283;Q85102108;Q87758026;Q4858562;Q62272824;Q7685413;Q19665845;Q6194013;Q659106;Q325184;Q121295301;Q12054190;Q3066849;Q50414238;Q15825548;Q1784348;Q6983215;Q21468821;Q1963864,Babak Afrassiabi;Gelare Khoshgozaran;HK Zamani;Leila Seyedzadeh;Nasrin Tabatabai;Vanessa Safavi;Afruz Amighi;Barbad Golshiri;Tarek Atoui;Taraneh Hemami;Tooraj Khamenehzadeh;Jim Campbell;Khosrow Hassanzadeh;Siah Armajani;Sholeh Asgary;Shirana Shahbazi;Farhad Moshiri;Fariba Hajamadi;Leila Pazooki;Natascha Sadr Haghighian;Naz Shahrokh;Navid Nuur;Nairy Baghramian,;;;;;;افروز عمیقی;باربد گلشیری;تارک عطویی;ترانه همامی;تورج خامنهزاده;جیم کمبل;خسرو حسنزاده;سیا ارمجانی;شعله عسگری;شیرانا شهبازی;فرهاد مشیری;فریبا حجامدی;لیلا پازوکی;ناتاشا صدر حقیقیان;ناز شاهرخ;نوید نور;نیری باغرامیان,Babak Afrassiabi;Gelare Khoshgozaran;HK Zamani;Leila Seyedzadeh;Nasrin Tabatabai;Vanessa Safavi;Afruz Amighi;Barbad Golshiri;Tarek Atoui;Taraneh Hemami;Tooraj Khamenehzadeh;Jim Campbell;Khosrow Hassanzadeh;Siah Armajani;Sholeh Asgary;Shirana Shahbazi;Farhad Moshiri;Fariba Hajamadi;Leila Pazooki;Natascha Sadr Haghighian;Naz Shahrokh;Navid Nuur;Nairy Baghramian,23,single-op
229,Contemporary Art Figures,OR,1,2,1,CAF_E | CAF_G,کدام افراد ایرانی یا هنرمند مفهومی هستند یا هنرمند انتزاعی (آبستره)؟,Which Iranian individuals are either conceptual artists or abstract artists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q21550489. } # E: Conceptual Artist
  UNION
  { ?item wdt:P136 wd:Q128115. } # G: Abstract Art (Style)
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q4858562;Q1630531;Q325184;Q517651;Q12054190;Q15825548;Q4282221;Q134737554;Q1784348;Q21468821;Q1681063,Barbad Golshiri;Charles Hossein Zenderoudi;Siah Armajani;Shirazeh Houshiary;Shirana Shahbazi;Leila Pazooki;Marcos Grigorian;Mohammad Hadi Jamali;Natascha Sadr Haghighian;Navid Nuur;Parviz Tanavoli,باربد گلشیری;حسین زندهرودی;سیا ارمجانی;شیرازه هوشیاری;شیرانا شهبازی;لیلا پازوکی;مارکو گریگوریان;محمد هادی جمالی;ناتاشا صدر حقیقیان;نوید نور;پرویز تناولی,Barbad Golshiri;Charles Hossein Zenderoudi;Siah Armajani;Shirazeh Houshiary;Shirana Shahbazi;Leila Pazooki;Marcos Grigorian;Mohammad Hadi Jamali;Natascha Sadr Haghighian;Navid Nuur;Parviz Tanavoli,11,single-op
230,Contemporary Art Figures,OR,1,2,1,CAF_E | CAF_H,کدام افراد ایرانی یا هنرمند مفهومی هستند یا نقاش دیواری (مورالیست)؟,Which Iranian individuals are either conceptual artists or muralists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q21550489. } # E: Conceptual Artist
  UNION
  { ?item wdt:P106 wd:Q3374326. } # H: Muralist
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q4858562;Q325184;Q131522866;Q2276397;Q12054190;Q114578535;Q15825548;Q20684124;Q1784348;Q21468821;Q50294655,Barbad Golshiri;Siah Armajani;Sirous Shaghaghi;Shahin Charmi;Shirana Shahbazi;Farnaz Zabetian;Leila Pazooki;Mehdi Ghadyanloo;Natascha Sadr Haghighian;Navid Nuur;Keyvan Shovir,باربد گلشیری;سیا ارمجانی;سیروس شقاقی;شاهین چرمی;شیرانا شهبازی;فرناز ضابطیان;لیلا پازوکی;مهدی قدیانلو;ناتاشا صدر حقیقیان;نوید نور;کیوان حیدری شویر,Barbad Golshiri;Siah Armajani;Sirous Shaghaghi;Shahin Charmi;Shirana Shahbazi;Farnaz Zabetian;Leila Pazooki;Mehdi Ghadyanloo;Natascha Sadr Haghighian;Navid Nuur;Keyvan Shovir,11,single-op
231,Contemporary Art Figures,OR,1,2,1,CAF_E | CAF_I,کدام افراد ایرانی یا هنرمند مفهومی هستند یا عکاس زن؟,Which Iranian individuals are either conceptual artists or female photographers?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q21550489. } # E: Conceptual Artist
  UNION
  { ?item wdt:P106 wd:Q33231. ?item wdt:P21 wd:Q6581072. } # I: Female Photographer
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q28713603;Q21286150;Q29556106;Q134621481;Q16054145;Q4858562;Q262354;Q23007962;Q58175852;Q131523030;Q118583706;Q464616;Q144185;Q7421767;Q126454307;Q38102963;Q3018657;Q3478858;Q325184;Q3481154;Q5938206;Q12054190;Q262413;Q133853532;Q109551456;Q85973371;Q37242184;Q16053109;Q63437235;Q50414238;Q6556239;Q5954413;Q15825548;Q128311754;Q25016670;Q5950319;Q1906426;Q24455716;Q135509465;Q6881945;Q1784348;Q21468821;Q97173609;Q1963864;Q21511949;Q11689000;Q466645;Q56089310;Q5958016;Q2051895;Q20687487;Q7137396;Q121600892;Q5961530;Q17582699,Ariadekht Jahanbakhshan;Azadeh Akhli;Avish Khebrehzadeh;;Akram Fahimian;Barbad Golshiri;Taraneh Javanbakht;Tahmineh Monzavi;Rana Javadi;Roya Hosseini;Reihane Taravati;Zar Amir-Ebrahimi;Zahra Kazemi;Sara Shamsavari;Sara Goli;Setareh Hosseini;Sooreh Hera;Sepideh Farsi;Siah Armajani;Shadi Ghadirian;Shadi Yousefian;Shirana Shahbazi;Shirin Neshat;Atefe Moeini;Alieh Matlabzadeh;Fatemeh Behboudi;Fatemeh Moosavi;Faranak Heidariyan;Forough Alaei;Fariba Hajamadi;Laleh Eskandari;Luna Shad;Leila Pazooki;;Maryam Eisler;Maryam Zandi;Maryam Majd;Malekeh Nayiny;Mahdiyeh Afshar Bakeshloo;Mitra Tabrizian;Natascha Sadr Haghighian;Navid Nuur;Negzzia;Nairy Baghramian;Niloufar Banisadr;Newsha Tavakolian;Niki Karimi;Hengameh Golestan;Hila Sedighi;Parastou Forouhar;Parya Vatankhah;Parisa Damandan;Parisa Pourtaherian;Parivash Nazarieh;Gohar Dashti,آریادخت جهانبخشان;آزاده اخلاقی;آویش خبرهزاده;امک محمودیان;اکرم فهیمیان;باربد گلشیری;ترانه جوانبخت;تهمینه منزوی;رعنا جوادی;رویا حسینی;ریحانه طراوتی;زر امیرابراهیمی;زهرا کاظمی;سارا شمساوری;سارا گلی مینیمالیست;ستاره حسینی;سوره حرا;سپیده فارسی;سیا ارمجانی;شادی قدیریان;شادی یوسفیان;شیرانا شهبازی;شیرین نشاط;عاطفه معینی;عالیه مطلبزاده;فاطمه بهبودی;فاطمه موسوی;فرانک حیدریان;فروغ علایی;فریبا حجامدی;لاله اسکندری;لونا شاد;لیلا پازوکی;مرضیه بدرقه;مریم آیسلر;مریم زندی;مریم مجد;ملکه نایینی;مهدیه افشار بکشلو;میترا تبریزیان;ناتاشا صدر حقیقیان;نوید نور;نگزیا;نیری باغرامیان;نیلوفر بنیصدر;نیوشا توکلیان;نیکی کریمی;هنگامه گلستان;هیلا صدیقی;پرستو فروهر;پریا وطنخواه;پریسا دمندان;پریسا پورطاهریان;پریوش نظریه;گوهر دشتی,Ariadekht Jahanbakhshan;Azadeh Akhli;Avish Khebrehzadeh;امک محمودیان;Akram Fahimian;Barbad Golshiri;Taraneh Javanbakht;Tahmineh Monzavi;Rana Javadi;Roya Hosseini;Reihane Taravati;Zar Amir-Ebrahimi;Zahra Kazemi;Sara Shamsavari;Sara Goli;Setareh Hosseini;Sooreh Hera;Sepideh Farsi;Siah Armajani;Shadi Ghadirian;Shadi Yousefian;Shirana Shahbazi;Shirin Neshat;Atefe Moeini;Alieh Matlabzadeh;Fatemeh Behboudi;Fatemeh Moosavi;Faranak Heidariyan;Forough Alaei;Fariba Hajamadi;Laleh Eskandari;Luna Shad;Leila Pazooki;مرضیه بدرقه;Maryam Eisler;Maryam Zandi;Maryam Majd;Malekeh Nayiny;Mahdiyeh Afshar Bakeshloo;Mitra Tabrizian;Natascha Sadr Haghighian;Navid Nuur;Negzzia;Nairy Baghramian;Niloufar Banisadr;Newsha Tavakolian;Niki Karimi;Hengameh Golestan;Hila Sedighi;Parastou Forouhar;Parya Vatankhah;Parisa Damandan;Parisa Pourtaherian;Parivash Nazarieh;Gohar Dashti,55,single-op
232,Contemporary Art Figures,OR,1,2,1,CAF_E | CAF_J,کدام افراد ایرانی یا هنرمند مفهومی هستند یا هنرمند ویدئویی؟,Which Iranian individuals are either conceptual artists or video artists?,کدام [نوع_مورد] یا [شرط A] هستند یا [شرط B]؟,Which [item type] are either [Condition A] or [Condition B]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?birthDateLabel WHERE {
  ?item wdt:P31 wd:Q5.
  ?item wdt:P27 wd:Q794.
  { ?item wdt:P106 wd:Q21550489. } # E: Conceptual Artist
  UNION
  { ?item wdt:P106 wd:Q18216771. } # J: Video Artist
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". ?item rdfs:label ?itemLabel. ?birthDate rdfs:label ?birthDateLabel. }
}
ORDER BY ?itemLabel
LIMIT 200",-,Q106313998;Q55235623;Q108476974;Q114595961;Q52771283;Q114595976;Q85102108;Q29556106;Q4858562;Q19665845;Q6194013;Q61356645;Q29553998;Q7405619;Q3018657;Q325184;Q2276397;Q43134653;Q262413;Q3066849;Q15825548;Q85627863;Q11766316;Q30944693;Q1784348;Q6983215;Q21468821;Q29552443,Atousa Bandeh;Babak Afrassiabi;Chupan Mehraneh Atashi;Marzieh Emadi;Nasrin Tabatabai;Sina Saadat;Vanessa Safavi;Avish Khebrehzadeh;Barbad Golshiri;Tooraj Khamenehzadeh;Jim Campbell;Rozita Sharafjahan;Sara Rajaei;Salome MC;Sooreh Hera;Siah Armajani;Shahin Charmi;Shahryar Nashat;Shirin Neshat;Farhad Moshiri;Leila Pazooki;Mohammad Mohammadian;Mahmoud Bakhshi Moakhar;Mehrdad Afsari;Natascha Sadr Haghighian;Naz Shahrokh;Navid Nuur;Kaweh Modiri,;;;;;;;آویش خبرهزاده;باربد گلشیری;تورج خامنهزاده;جیم کمبل;رزیتا شرف جهان;سارا رجایی;سالومه امسی;سوره حرا;سیا ارمجانی;شاهین چرمی;شهریار نشأت;شیرین نشاط;فرهاد مشیری;لیلا پازوکی;محمد محمدیان;محمود بخشی ماخر;مهرداد افسری;ناتاشا صدر حقیقیان;ناز شاهرخ;نوید نور;کاوه مدیری,Atousa Bandeh;Babak Afrassiabi;Chupan Mehraneh Atashi;Marzieh Emadi;Nasrin Tabatabai;Sina Saadat;Vanessa Safavi;Avish Khebrehzadeh;Barbad Golshiri;Tooraj Khamenehzadeh;Jim Campbell;Rozita Sharafjahan;Sara Rajaei;Salome MC;Sooreh Hera;Siah Armajani;Shahin Charmi;Shahryar Nashat;Shirin Neshat;Farhad Moshiri;Leila Pazooki;Mohammad Mohammadian;Mahmoud Bakhshi Moakhar;Mehrdad Afsari;Natascha Sadr Haghighian;Naz Shahrokh;Navid Nuur;Kaweh Modiri,28,single-op
