question_id,question_fa,question_en,gold_answer,question_mode,sheet_name
138,کدام‌یک از افراد ایرانی در دوره سلجوقیان یا ریاضی‌دان یا ستاره‌شناس بوده است؟ الف) اثیرالدین اخسیکتی ب) خازنی ج) جمال‌الدین محمد اصفهانی د) ازرقی,Which of the following Iranian individuals of the Seljuk period was either  a mathematician or an astronomer? A) Athir al-Din Akhsikati B) Al-Khazini C) Jamal al-Din Muhammad Isfahani D) Azraqi,B,MCQ,single-op-MCQ
139,کدام‌یک از افراد ایرانی در دوره سلجوقیان یا فیلسوف یا شاعر بوده است؟ الف) سعدی شیرازی ب) محمد غزالی ج) ادیب نطنزی د) دبیری,Which of the following Iranian individuals of the Seljuk period was either a philosopher or a poet? A) Saadi Shirazi B) Al-Ghazali C) Adib Natanzi D) Dubays,B,MCQ,single-op-MCQ
140,کدام‌یک از افراد ایرانی در دوره سلجوقیان یا فیلسوف یا موسیقی‌دان بوده است؟ الف) جمال‌الدین محمد اصفهانی ب) عمر خیام ج) ازرقی د) اثیرالدین اخسیکتی,Which of the following Iranian individuals of the Seljuk period was either a philosopher or a musician? A) Jamal al-Din Muhammad Isfahani B) Omar Khayyám C) Azraqi D) Athir al-Din Akhsikati,B,MCQ,single-op-MCQ
141,کدام‌یک از افراد ایرانی در دوره سلجوقیان یا شاعر یا ستاره‌شناس بوده است؟ الف) بهمنیار ب) خواجه عبدلله انصاری ج) مولانا رومی د) رودکی,Which of the following Iranian individuals of the Seljuk period was either a poet or an astronomer? A) Bahmanyār B) Khwaja Abdullah Ansari C) Rumi D) Rudaki,B,MCQ,single-op-MCQ
142,کدام‌یک از افراد ایرانی زیر هم رپر است و هم ترانه‌سرا؟ الف) شادمهر عقیلی ب) علی سورنا ج) محسن چاوشی د) همایون شجریان,Which of the following Iranian individuals is both a rapper and a lyricist? A) Shadmehr Aghili B) Ali sorena C) Mohsen Chavoshi D) Homayoun Shajarian,B,MCQ,single-op-MCQ
143,کدام‌یک از افراد ایرانی زیر هم رپر است و هم خواننده هیپ‌هاپ؟ الف) علیرضا قربانی ب) عرفان ج) سالار عقیلی د) بهنام بانی,Which of the following Iranian individuals is both a rapper and a hip-hop singer? A) Alireza Ghorbani B) Erfan C) Salar Aghili D) Behnam Bani,B,MCQ,single-op-MCQ
144,کدام‌یک از افراد ایرانی زیر هم خواننده هیپ‌هاپ است و هم خواننده راک؟ الف) ابی ب) شاهین نجفی ج) داریوش د) علی سورنا,Which of the following Iranian individuals is both a hip-hop and a rock singer? A) Ebi B) Shahin Najafi C) Dariush D) Ali Sorena,B,MCQ,single-op-MCQ
145,کدام‌یک از افراد ایرانی زیر هم خواننده راک است و هم خواننده بلوز؟ الف) محسن یگانه ب) هومن جاوید ج) بنیامین بهادری د) فرزاد فرزین,Which of the following Iranian individuals is both a rock and a blues singer? A) Mohsen Yeganeh B) Houman Javid C) Benyamin Bahadori D) Farzad Farzin,B,MCQ,single-op-MCQ
146,کدام‌یک از افراد ایرانی زیر هم خواننده بلوز است و هم گیتاریست؟ الف) شهرام ناظری ب) فرهاد مهراد ج) ایرج بسطامی د) علی لهراسبی,Which of the following Iranian individuals is both a blues singer and a guitarist? A) Shahram Nazeri B) Farhad Mehrad C) Iraj Bastami D) Ali Lohrasbi,B,MCQ,single-op-MCQ
147,کدام‌یک از افراد ایرانی زیر هم گیتاریست است و هم پیانیست؟ الف) شهرام شکوهی ب) علی حسین‌زاده ج) حسین علیزاده د) فرمان بهبود,Which of the following Iranian individuals is both a guitarist and a pianist? A) Shahram Shokuhi B) Ali Hosseinzadeh C) Hossein Alizadeh D) Farman Behboud,B,MCQ,single-op-MCQ
148,کدام‌یک از افراد ایرانی زیر هم ترانه‌سرا است و هم پیانیست؟ الف) سیمین بهبهانی ب) سینا ساوند ج) پروین اعتصامی د) فروغ فرخزاد,Which of the following Iranian individuals is both a lyricist and a pianist? A) Simin Behbahani B) SINASOUND C) Parvin Etesami D) Forough Farrokhzad,B,MCQ,single-op-MCQ
149,کدام‌یک از افراد ایرانی زیر هم خواننده هیپ‌هاپ است و هم گیتاریست؟ الف) یاس ب) شاهین نجفی ج) هیچکس د) حصین,Which of the following Iranian individuals is both a hip-hop singer and a guitarist? A) Yas B) Shahin Najafi C) Hichkas D) Ho3ein,B,MCQ,single-op-MCQ
150,کدام‌یک از افراد ایرانی زیر هم خواننده راک است و هم گیتاریست؟ الف) کاوه یغمایی ب) آندره سیمونیان ج) عباس کیارستمی د) زانیار خسروی,Which of the following Iranian individuals is both a rock singer and a guitarist? A) Kaveh Yaghmaei B) Andre Simonyan C) Abbas Kiarostami D) Xaniar Khosravi,B,MCQ,single-op-MCQ
151,کدام‌یک از افراد ایرانی زیر هم خواننده بلوز است و هم پیانیست؟ الف) رضا صادقی ب) فرهاد مهراد ج) مازیار فلاحی د) لیلا رمضان,Which of the following Iranian individuals is both a blues singer and a pianist? A) Reza Sadeghi B) Farhad Mehrad C) Mazyar Fallahi D) Layla Ramezan,B,MCQ,single-op-MCQ
152,کدام‌یک از افراد ایرانی زیر یا رپر است یا ترانه‌سرا است؟ الف) مهناز افشار ب) دورچی ج) مهدی موسوی د) فاطمه اختصاری,Which of the following Iranian individuals is either a rapper or a lyricist? A) Mahnaz afshar B) Dorcci C) Mehdi Mousavi D) Fatemeh Ekhtesari,B,MCQ,single-op-MCQ
153,کدام‌یک از افراد ایرانی زیر یا رپر است یا خواننده هیپ‌هاپ است؟ الف) همایون شجریان ب) امیر تتلو ج) علی دایی د) احسان خواجه امیری,Which Iranian individuals are either rappers or hip-hop singers? A) Homayoun Shajarian B) Amir Tataloo C) Ali Daei D) Ehsan Khajeh Amiri,B,MCQ,single-op-MCQ
154,کدام‌یک از افراد ایرانی زیر یا رپر است یا خوانندهٔ سبک راک است؟ الف) جعفر پناهی ب) توماج صالحی ج) مرتضی پاشایی د) مهدی مهدوی کیا,Which of the following Iranian individuals is either a rapper or a rock singer? A) Jafar Panahi B) Toomaj Salehi C) Morteza Pashaee D) Mahdi Mahdavikia,B,MCQ,single-op-MCQ
155,کدام‌یک از افراد ایرانی زیر یا رپر است یا خواننده بلوز است؟ الف) بهرام رادان ب) علی طباطبایی ج) حسین علیزاده د) اندرانیک تیموریان,Which of the following Iranian individuals is either a rapper or a blues singer? A) Bahram Radan B) Ali Tabatabaee C) Hossein Alizadeh D) Andranik Teymoorian,B,MCQ,single-op-MCQ
156,کدام‌یک از افراد ایرانی زیر یا رپر است یا گیتاریست است؟ الف) لیلا کسری ب) عبدی بهروانفر ج) مونا برزویی د) ایرج جنتی عطایی,Which of the following Iranian individuals is either a rapper or a guitarist? A) Leila Kasra B) Abdi Behravanfar C) Mona Borzouei D) Iraj Janatie Ataie,B,MCQ,single-op-MCQ
157,کدام‌یک از افراد ایرانی زیر یا رپر است یا پیانیست است؟ الف) رحیم معینی کرمانشاهی ب) ترانه علیدوستی ج) علی حسین‌زاده د) منصور تهرانی,Which of the following Iranian individuals is either a rapper or a pianist? A) Rahim Moeini Kermanshahi B) Taraneh Alidoosti C) Ali Hosseinzadeh D) Mansour Tehrani,C,MCQ,single-op-MCQ
158,کدام‌یک از افراد ایرانی زیر یا ترانه‌سرا است یا خوانندهٔ هیپ‌هاپ است؟ الف) آندره سیمونیان ب) کاوه یغمایی ج) امیر دی‌وا د) رضا یزدانی,Which of the following Iranian individuals is either a lyricist or a hip-hop singer? A) Andre Simonyan B) Kaveh Yaghmaei C) Amir D-va D) Reza Yazdani,C,MCQ,single-op-MCQ
159,کدام‌یک از افراد ایرانی زیر یا ترانه‌سرا است یا خوانندهٔ سبک راک است؟ الف) پرهام ب) صادق هدایت ج) آندره سیمونیان د) جاستینا,Which of the following Iranian individuals is either a lyricist or a rock singer A) Parham B) Sadegh Hedayat C) Andre Simonyan D) Justina,C,MCQ,single-op-MCQ
160,کدام‌یک از افراد ایرانی زیر یا ترانه‌سرا است یا خواننده بلوز است؟ الف) بهرام نورایی ب) یاس ج) فرهاد مهراد د) هیچکس,Which of the following Iranian individuals is either a lyricist or a blues singer? A) Bahram Nouraei B) Yas C) Farhad Mehrad D) Hichkas,C,MCQ,single-op-MCQ
161,کدام‌یک از افراد ایرانی زیر یا ترانه‌سرا است یا گیتاریست است؟ الف) علیرضا جی‌جی ب) سیجل ج) عبدی بهروانفر د) نسیم پاریزه,Which of the following Iranian individuals is either a lyricist or a guitarist? A) Alireza JJ B) Sijal C) Abdi Behravanfar D) Nassim Parize,C,MCQ,single-op-MCQ
162,کدام‌یک از افراد ایرانی زیر یا ترانه‌سرا است یا پیانیست است؟ الف) یوسف عزیزی ب) خلسه ج) انوشیروان روحانی د) محمدرضا شجریان,Which of the following Iranian individuals is either a lyricist or a pianist? A) Yousef Azizi B) Khalse C) Anoushiravan Rohani D) Mohammadreza Shajarian,C,MCQ,single-op-MCQ
163,کدام‌یک از افراد ایرانی زیر یا خوانندهٔ هیپ‌هاپ است یا خوانندهٔ راک است؟ الف) مریم حیدرزاده ب) یغما گلرویی ج) شروین حاجی پور د) اهورا ایمان,Which of the following Iranian individuals is either a hip-hop or a rock singer? A) Maryam Heydarzadeh B) Yaghma Golrouee C) Shervin Hajipour D) Ahoora Iman,C,MCQ,single-op-MCQ
164,کدام‌یک از افراد ایرانی زیر یا خوانندهٔ هیپ‌هاپ است یا خوانندهٔ بلوز است؟ الف) رامین زمانی ب) پاکسیما زکی‌پور ج) آرش د) مسعود امینی,Which of the following Iranian individuals is either a hip-hop singer or a guitarist? A) Ramin Zamani B) Paksima Zakipour C) Arash D) Masoud Amini,C,MCQ,single-op-MCQ
165,کدام‌یک از افراد ایرانی زیر یا خوانندهٔ هیپ‌هاپ است یا گیتاریست است؟ الف) انوشیروان روحانی ب) جواد معروفی ج) سیروان خسروانی د) مرتضی محجوبی,Which of the following Iranian individuals is either a hip-hop singer or a guitarist? A) Anoushiravan Rohani B) Javad Maroufi C) Sirvan Khosravi D) Morteza Mahjubi,C,MCQ,single-op-MCQ
166,کدام‌یک از افراد ایرانی زیر یا خوانندهٔ هیپ‌هاپ است یا پیانیست است؟ الف) بابک امینی ب) آرمیک ج) تارا کمانگر د) لیلی افشار,Which of the following Iranian individuals is either a hip-hop singer or a pianist? A) Babak Amini B) Armik C) Tara Kamangar D) Lily Afshar,C,MCQ,single-op-MCQ
167,کدام‌یک از افراد ایرانی زیر یا خوانندهٔ راک است یا خوانندهٔ بلوز است؟ الف) امیر معجونی ب) حصین ج) شادمهر عقیلی د) بهرام نورایی,Which of the following Iranian individuals is either a rock or a blues singer? A) Amir Majouni B) Ho3ein C) Shadmehr Aghili D) Bahram Nouraei,C,MCQ,single-op-MCQ
168,کدام‌یک از افراد ایرانی زیر یا خوانندهٔ راک است یا گیتاریست است؟ الف) حسین تهی ب) هومن خلعتبری ج) عبدی بهروانفر د) علیرضا قربانی,Which of the following Iranian individuals is either a rock singer or a guitarist? A) Hossein Tohi B) Hooman Khalatbari C) Abdi Behravanfar D) Alireza Ghorbani,C,MCQ,single-op-MCQ
169,کدام‌یک از افراد ایرانی زیر یا خوانندهٔ بلوز است یا گیتاریست است؟ الف) مریم حیدرزاده ب) مونا برزویی ج) فرامرز اصلانی د) روزبه بمانی,Which of the following Iranian individuals is either a blues singer or a guitarist? A) Maryam Heydarzadeh B) Mona Borzouei C) Faramarz Aslani D) Roozbeh Bemani,C,MCQ,single-op-MCQ
170,کدام‌یک از افراد ایرانی زیر یا خوانندهٔ بلوز است یا پیانیست است؟ الف) آرمیک ب) بابک ریاحی‌پور ج) سهیل ناصری د) فیروز ویسانلو,Which of the following Iranian individuals is either a blues singer or a pianist? A) Armik B) Babak Riahipour C) Soheil Nasseri D) Firouz Visanlou,C,MCQ,single-op-MCQ
171,کدام‌یک از افراد ایرانی زیر هم منتقد فیلم است و هم پژوهشگر مطالعات فرهنگی؟ الف) مسعود فراستی ب) جواد طوسی ج) میلاد دخانچی د) هوشنگ گلمکانی,Which of the following Iranian individuals is both a film critic and a cultural studies researcher? A) Massoud Farassati B) Javad Tusi C) Milad Dokhanchi D) Houshang Golmakani,C,MCQ,single-op-MCQ
172,کدام‌یک از افراد ایرانی زیر هم منتقد فیلم است و هم مستندساز؟ الف) عباس کیارستمی ب) مجید مجیدی ج) سیاوش سرمدی د) رخشان بنی‌اعتماد,Which of the following Iranian individuals is both a film critic and a documentary filmmaker? A) Abbas Kiarostami B) Majid Majidi C) Siavash Sarmadi D) Rakhshan Banietemad,C,MCQ,single-op-MCQ
173,کدام‌یک از افراد ایرانی زیر هم منتقد فیلم است و هم تهیه‌کنندهٔ تلویزیونی؟ الف) سعید روستایی ب) هومن سیدی ج) عارف محمدی د) رضا میرکریمی,Which of the following Iranian individuals is both a film critic and a television producer? A) Saeed Roustayi B) Houman Seyyedi C) Aref Mohammadi D) Reza Mirkarimi,C,MCQ,single-op-MCQ
174,کدام‌یک از افراد ایرانی زیر هم پژوهشگر مطالعات فرهنگی است و هم مستندساز؟ الف) اصغر فرهادی ب) جعفر پناهی ج) میلاد دخانچی د) بهمن قبادی,Which of the following Iranian individuals is both a cultural studies researcher and a documentary filmmaker? A) Asghar Farhadi B) Jafar Panahi C) Milad Dokhanchi D) Bahman Ghobadi,C,MCQ,single-op-MCQ
175,کدام‌یک از افراد ایرانی زیر یا منتقد فیلم است یا پژوهشگر مطالعات فرهنگی است؟ الف) رضا میرکریمی ب) مجید مجیدی ج) حمیدرضا صدر د) رخشان بنی‌اعتماد,Which of the following Iranian individuals is either a film critic or a cultural studies researcher? A) Reza Mirkarimi B) Majid Majidi C) Hamid-Reza Sadr D) Rakhshan Banietemad,C,MCQ,single-op-MCQ
176,کدام‌یک از افراد ایرانی زیر یا منتقد فیلم است یا مستندساز است؟ الف) احسان علیخانی ب) مهران مدیری ج) علی ثقفی د) عادل فردوسی‌پور,Which of the following Iranian individuals is either a film critic or a documentary filmmaker? A) Ehsan Alikhani B) Mehran Modiri C) Ali Saghafi D) Adel Ferdosipour,C,MCQ,single-op-MCQ
177,کدام‌یک از افراد ایرانی زیر یا منتقد فیلم است یا تهیه‌کنندهٔ تلویزیونی است؟ الف) مهرداد اسکویی ب) رخشان بنی‌اعتماد ج) عباس موزون د) بهمن قبادی,Which of the following Iranian individuals is either a film critic or a television producer? A) Mehrdad Oskouei B) Rakhshan Banietemad C) Abbas Mowzoon D) Bahman Ghobadi,C,MCQ,single-op-MCQ
178,کدام‌یک از افراد ایرانی زیر یا پژوهشگر مطالعات فرهنگی است یا مستندساز است؟ الف) جواد عزتی ب) جواد طوسی ج) سعید ابوطالب د) محمد فاضلی,Which of the following Iranian individuals is either a cultural studies researcher or a documentary filmmaker? A) Javad Ezati B) Javad Tusi C) Saeid Aboutaleb D) Mohammad Fazeli,C,MCQ,single-op-MCQ
179,کدام‌یک از افراد ایرانی زیر یا پژوهشگر مطالعات فرهنگی است یا تهیه‌کنندهٔ تلویزیونی است؟ الف) احمد شاملو ب) جعفر پناهی ج) مجید قناد د) اصغر فرهادی,Which of the following Iranian individuals is either a cultural studies researcher or a television producer? A) Ahmad Shamloo B) Jafar Panahi C) Majid Ghannad D) Asghar Farhadi,C,MCQ,single-op-MCQ
180,کدام‌یک از افراد ایرانی زیر یا مستندساز است یا تهیه‌کنندهٔ تلویزیونی است؟ الف) حمید دباشی ب) هوشنگ گلمکانی ج) مهران مهام د) مسعود فراستی,Which of the following Iranian individuals is either a documentary filmmaker or a television producer? A) Hamid Dabashi B) Houshang Golmakani C) Mehran Maham D) Massoud Farassati,C,MCQ,single-op-MCQ
181,کدام‌یک از افراد ایرانی زیر هم نقاش زن است و هم هنرمند تجسمی؟ الف) ایران درودی ب) منصوره حسینی ج) فریبا حاج‌احمدی د) بهجت صدر,Which of the following Iranian individuals is both a female painter and a visual artist? A) Iran Darroudi B) Mansooreh Hosseini C) Fariba Hajamadi D) Behjat Sadr,C,MCQ,single-op-MCQ
182,کدام‌یک از افراد ایرانی زیر هم نقاش زن است و هم هنرمند مفهومی؟ الف) نسرین خسروی ب) پروانه اعتمادی ج) لیلا پازوکی د) گیزلا وارگا سینایی,Which of the following Iranian individuals is both a female painter and a conceptual artist? A) Nasrin Khosravi B) Parvaneh Etemadi C) Leila Pazooki D) Gizella Varga Sinai,C,MCQ,single-op-MCQ
183,کدام‌یک از افراد ایرانی زیر هم نقاش زن است و هم هنرمند چیدمان؟ الف) مریم عیوضی ب) ثمیلا امیرابراهیمی ج) نائیری باغرامیان د) رعنا فرنود,Which of the following Iranian individuals is both a female painter and an installation artist? A) Maryam Eivazi B) Samila Amirabrahimi C) Nairy Baghramian D) Raana Farnoud,C,MCQ,single-op-MCQ
184,کدام‌یک از افراد ایرانی زیر هم نقاش زن است و هم نقاش دیواری (مورالیست)؟ الف) فرح اصولی ب) مژگان شجریان ج) فرناز ظابطیان د) شهلا آغاپور,Which of the following Iranian individuals is both a female painter and a muralist? A) Farah Ossouli B) Mojgan Shajarian C) Farnaz Zabetian D) Shahla Aghapour,C,MCQ,single-op-MCQ
185,کدام‌یک از هنرمندان زن ایرانی زیر هم نقاش است و هم عکاس؟ الف) پریوش گنجی ب) آریا شکوهی ج) آویش خبره‌زاده د) معصومه مظفری,Which of the following Iranian female artists is both a painter and a photographer? A) Pariyoush Ganji B) Aria Shokouhi C) Avish Khebrehzadeh D) Masoumeh Mozafari,C,MCQ,single-op-MCQ
186,کدام‌یک از افراد ایرانی زیر هم نقاش زن است و هم هنرمند ویدئویی؟ الف) ژیلا تقی‌زاده ب) مهوش مساعد ج) شیرین نشاط د) لاله خرمیان,Which of the following Iranian individuals is both a female painter and a video artist? A) Zhila Taghizadeh B) Mahvash Mossaed C) Shirin Neshat D) Laleh Khorramian,C,MCQ,single-op-MCQ
187,کدام‌یک از افراد ایرانی زیر هم هنرمند تجسمی است و هم مینیاتوریست؟ الف) محمد احصایی ب) نصرالله افجه‌ای ج) محمود فرشچیان د) پرویز تناولی,Which of the following Iranian individuals is both a visual artist and a miniaturist? A) Mohammad Ehsai B) Nasrollah Afjei C) Mahmoud Farshchian D) Parviz Tanavoli,C,MCQ,single-op-MCQ
188,کدام‌یک از افراد ایرانی زیر هم هنرمند تجسمی است و هم مربی هنر؟ الف) پروانه اعتمادی ب) بهجت صدر ج) محمود فرشچیان د) لیلی متین‌دفتری,Which of the following Iranian individuals is both a visual artist and an art educator? A) Parvaneh Etemadi B) Behjat Sadr C) Mahmoud Farshchian D) Leyly Matine-Daftary,C,MCQ,single-op-MCQ
189,کدام‌یک از افراد ایرانی زیر هم هنرمند تجسمی است و هم هنرمند مفهومی؟ الف) شهلا آغاپور ب) ژاله کاظمی ج) باربد گلشیری د) سیمین کرامتی,Which of the following Iranian individuals is both a visual artist and a conceptual artist? A) Shahla Aghapour B) Zhaleh Kazemi C) Barbad Golshiri D) Simin Keramati,C,MCQ,single-op-MCQ
190,کدام‌یک از افراد ایرانی زیر هم هنرمند تجسمی است و هم هنرمند چیدمان؟ الف) فرح اصولی ب) گیزلا وارگا سینایی ج) فرهاد موشیری د) مریم عیوضی,Which of the following Iranian individuals is both a visual artist and an installation artist? A) Farah Ossouli B) Gizella Varga Sinai C) Farhad Moshiri D) Maryam Eivazi,C,MCQ,single-op-MCQ
191,کدام‌یک از افراد ایرانی زیر هم هنرمند تجسمی است و هم هنرمند سبک آبستره (انتزاعی)؟ الف) تارا حقی ب) شیلا شکوری ج) شیرازه هوشیاری د) شهرام کریمی,Which of the following Iranian individuals is both a visual artist and an abstract artist? A) Tara Haghi B) Shilla Shakoori C) Shirazeh Houshiary D) Shahram Karimi,C,MCQ,single-op-MCQ
192,کدام‌یک از افراد ایرانی زیر هم هنرمند تجسمی است و هم نقاش دیواری (مورالیست)؟ الف) محمد احصایی ب) پرویز تناولی ج) شیرانا شهبازی د) کاوه گلستان,Which of the following Iranian individuals is both a visual artist and a muralist? A) Mohammad Ehsai B) Parviz Tanavoli C) Shirana Shahbazi D) Kaveh Golestan,C,MCQ,single-op-MCQ
193,کدام‌یک از افراد ایرانی زیر هم هنرمند تجسمی است و هم عکاس زن؟ الف) شهرام کریمی ب) یاشار صمیمی مفخم ج) پرستو فروهر د) داوود روستایی,Which of the following Iranian individuals is both a visual artist and a female photographer? A) Shahram Karimi B) Yashar Samimi Mofakham C) Parastou Forouhar D) Davood Roostaei,C,MCQ,single-op-MCQ
194,کدام‌یک از افراد ایرانی زیر هم هنرمند تجسمی است و هم هنرمند ویدئویی؟ الف) ریحان ابراهیمی ب) ناهید کاظمی ج) نوید نوور د) مینوش زمردی‌نیا,Which of the following Iranian individuals is both a visual artist and a video artist? A) Reihan Ebrahimi B) Nahid Kazemi C) Navid Nuur D) Minoosh Zomorodinia,C,MCQ,single-op-MCQ
195,کدام‌یک از افراد ایرانی زیر هم مینیاتوریست است و هم مربی هنر؟ الف) جلال شباهنگی ب) گلاره خوش‌گذران ج) محمود فرشچیان د) لیلا پازوکی,Which of the following Iranian individuals is both a miniaturist and an art educator? A) Jalal Shabahangi B) Gelare Khoshgozaran C) Mahmoud Farshchian D) Leila Pazooki,C,MCQ,single-op-MCQ
196,کدام‌یک از افراد ایرانی زیر هم مدرس هنر است و هم هنرمند چیدمان؟ الف) ناتاشا صدر حقیقیان ب) نوید نور ج) گلاره خوش‌گذران د) سیا ارمجانی,Which of the following Iranian individuals is both an art educator and an installation artist? A) Natascha Sadr Haghighian B) Navid Nuur C) Gelare Khoshgozaran D) Siah Armajani,C,MCQ,single-op-MCQ
197,کدام‌یک از افراد ایرانی زیر هم هنرمند مفهومی است و هم هنرمند چیدمان؟ الف) لیلا پازوکی ب) محمود فرشچیان ج) باربد گلشیری د) سیا ارمجانی,Which of the following Iranian individuals is both a conceptual artist and an installation artist? A) Leila Pazooki B) Mahmoud Farshchian C) Barbad Golshiri D) Siah Armajani,C,MCQ,single-op-MCQ
198,کدام‌یک از افراد ایرانی زیر هم هنرمند مفهومی است و هم هنرمند ویدئویی؟ الف) لیلا پازوکی ب) هوشنگ ابتهاج ج) ناتاشا صدرحقیقیان د) نیوشا ضیغمی,Which of the following Iranian individuals is both a conceptual artist and a video artist? A) Leila Pazooki B) Houshang Ebtehaj C) Natascha Sadr Haghighian D) Niousha Zeyghami,C,MCQ,single-op-MCQ
199,کدام‌یک از افراد ایرانی زیر هم هنرمند چیدمان است و هم هنرمند سبک آبستره (انتزاعی)؟ الف) مارکوس گریگوریان ب) محمد هادی جمالی ج) شیرانا شهبازی د) پرویز تناولی,Which of the following Iranian individuals is both an installation artist and an abstract artist? A) Marcos Grigorian B) Mohammad Hadi Jamali C) Shirana Shahbazi D) Parviz Tanavoli,C,MCQ,single-op-MCQ
200,کدام‌یک از افراد ایرانی زیر هم هنرمند چیدمان است و هم نقاش دیواری (مورالیست)؟ الف) مهدی قدیانلو ب) شاهین چارمی ج) شیرانا شهبازی د) کیوان شویر,Which of the following Iranian individuals is both an installation artist and a muralist? A) Mehdi Ghadyanloo B) Shahin Charmi C) Shirana Shahbazi D) Keyvan Shovir,C,MCQ,single-op-MCQ
201,کدام‌یک از افراد ایرانی زیر هم هنرمند چیدمان است و هم عکاس زن؟ الف) ونسا صفوی ب) ترانه همامی ج) نایری باغرامیان د) شعله عسگری,Which of the following Iranian individuals is both an installation artist and a female photographer? A) Vanessa Safavi B) Taraneh Hemami C) Nairy Baghramian D) Sholeh Asgary,C,MCQ,single-op-MCQ
202,کدام‌یک از افراد ایرانی زیر هم هنرمند چیدمان است و هم هنرمند ویدئویی؟ الف) ونسا صفوی ب) طناز طباطبایی ج) بابک افراسیابی د) افروز عمیقی,Which of the following Iranian individuals is both an installation artist and a video artist? A) Vanessa Safavi B) Tannaz Tabatabai C) Babak Afrassiabi D) Afruz Amighi,C,MCQ,single-op-MCQ
203,کدام‌یک از افراد ایرانی زیر هم نقاش دیواری (مورالیست) است و هم هنرمند سبک آبستره (انتزاعی)؟ الف) محمد هادی جمالی ب) پرویز تناولی ج) شیرانا شهبازی د) مارکوس گریگوریان,Which of the following Iranian individuals is both a muralist and an abstract artist? A) Mohammad Hadi Jamali B) Parviz Tanavoli C) Shirana Shahbazi D) Marcos Grigorian,C,MCQ,single-op-MCQ
204,کدام‌یک از افراد ایرانی زیر هم عکاس زن است و هم هنرمند سبک آبستره (انتزاعی)؟ الف) پروانه اعتمادی ب) بهجت صدر ج) مریم عیوضی د) شیرانا شهبازی,Which of the following Iranian individuals is both a female photographer and an abstract artist? A) Parvaneh Etemadi B) Behjat Sadr C) Maryam Eivazi D) Shirana Shahbazi,D,MCQ,single-op-MCQ
205,کدام‌یک از افراد ایرانی زیر هم نقاش دیواری (مورالیست) است و هم عکاس زن؟ الف) مهدی قدیانلو ب) شاهین چارمی ج) کیوان شویر د) شیرانا شهبازی,Which of the following Iranian individuals is both a muralist and a female photographer? A) Mehdi Ghadyanloo B) Shahin Charmi C) Keyvan Shovir D) Shirana Shahbazi,D,MCQ,single-op-MCQ
206,کدام‌یک از افراد ایرانی زیر هم نقاش دیواری (مورالیست) است و هم هنرمند ویدئویی؟ الف) مهدی قدیانلو ب) سیروس شقاقی ج) فرناز ظابطیان د) شاهین چارمی,Which of the following Iranian individuals is both a muralist and a video artist? A) Mehdi Ghadyanloo B) Sirous Shaghaghi C) Farnaz Zabetian D) Shahin Charmi,D,MCQ,single-op-MCQ
207,کدام‌یک از افراد ایرانی زیر هم عکاس زن است و هم هنرمند ویدئویی؟ الف) نیوشا توکلیان ب) شادی قدیریان ج) رعنا جوادی د) سوره حرا,Which of the following Iranian individuals is both a female photographer and a video artist? A) Newsha Tavakolian B) Shadi Ghadirian C) Rana Javadi D) Sooreh Hera,D,MCQ,single-op-MCQ
208,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا مینیاتوریست است؟ الف) یوسف عزیزی ب) جواد یساری ج) محمد فاضلی د) شیلا شکوری,Which of the following Iranian individuals is either a visual artist or a miniaturist? A) Yousef Azizi B) Javad Yasari C) Mohammad Fazeli D) Shilla Shakoori,D,MCQ,single-op-MCQ
209,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا مدرس هنر است؟ الف) ارژنگ امیرفضلی ب) علی کریمی ج) یاشار سلطانی د) ریحان ابراهیمی,Which of the following Iranian individuals is either a visual artist or an art educator? A) Arzhang Amirfazli B) Ali Karimi C) Yashar Soltani D) Reihan Ebrahimi,D,MCQ,single-op-MCQ
210,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند مفهومی است؟ الف) مهران مدیری ب) علیرضا بیرانوند ج) محمدجواد ظریف د) شیرین نشاط,Which of the following Iranian individuals is either a visual artist or a conceptual artist? A) Mehran Modiri B) Alireza Biranvand C) Mohammad Javad Zarif D) Shirin Neshat,D,MCQ,single-op-MCQ
211,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند چیدمان است؟ الف) علیرضا دبیر ب) فریبرز عرب نیا ج) هادی چوپان د) افروز عمیقی,Which of the following Iranian individuals is either a visual artist or an installation artist? A) Alireza Dabir B) Fariborz Arabnia C) Hadi Choopan D) Afruz Amighi,D,MCQ,single-op-MCQ
212,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند انتزاعی (آبستره) است؟ الف) محمدرضا گلزار ب) ابوالقاسم فردوسی ج) جواد خیابانی د) چای سعیدی,Which of the following Iranian individuals is either a visual artist or an abstract artist? A) Mohammadreza Golzar B) Ferdowsi C) Javad Khiabani D) Chai Saeidi,D,MCQ,single-op-MCQ
